,agent_type,statistic,mean,std
0,Markowitz,sharpe_ratio,0.2844525073090025,2.342346190463486
1,Markowitz,cost,1.7327511553158526,0.6129594257913551
2,Markowitz,risk,5.588686402390954,5.181520556338351
3,Markowitz,value,16.192391991876008,107.50638336350619
4,Markowitz,wealth,14.459640836560153,107.48771521456666
5,Markowitz,wealth_net_risk,8.8709544341692,107.05060592735569
6,GP,sharpe_ratio,0.3739589701349639,2.35885741612354
7,GP,cost,5.544090013310531,1.6138711275339757
8,GP,risk,5.246200938444788,3.3285245930889706
9,GP,value,23.570080737694518,104.69561621349284
10,GP,wealth,18.025990724383988,104.62755026669205
11,GP,wealth_net_risk,12.779789785939197,104.30343880430732
12,RL,sharpe_ratio,0.20179749803604746,2.3382612545021075
13,RL,cost,3.2073210159065133,0.9841473036224574
14,RL,risk,6.945819620077486,5.029298882162031
15,RL,value,15.128092463838923,119.0486651641843
16,RL,wealth,11.92077144793241,119.00870077154937
17,RL,wealth_net_risk,4.974951827854923,118.613204375841
